DISCIPLINA	ANO	UNIDADES TEMÁTICAS	OBJETOS DE CONHECIMENTO	HABILIDADES	PILAR DE DECOMPOSIÇÃO	PILAR DE RECONHECIMENTO DE PADRÕES	PILAR DE ABSTRAÇÃO	PILAR DE ALGORITMOS	EXPLICAÇÃO
Historia	9° ANO	A história recente	As experiências ditatoriais na América Latina	"(EF09HI29) Descrever e analisar as experiências ditatoriais na América Latina, seus procedimentos e vínculos com o poder, em nível nacional e internacional, e a atuação de movimentos de contestação às ditaduras.
(EF09HI30) Comparar as características dos regimes ditatoriais latino-americanos, com especial atenção para a censura política, a opressão e o uso da força, bem como para as reformas econômicas e sociais e seus impactos."	X	X			Nessas competências exigem decomposição e reconhecimento de padrões. Os alunos devem decompor as experiências ditatoriais na América Latina e identificar padrões comuns entre os regimes, com foco na censura, opressão e reformas.
Historia	9° ANO	A história recente	Os processos de descolonização na África e na Ásia	(EF09HI31) Descrever e avaliar os processos de descolonização na África e na Ásia.	X			X	Essa habilidade requer decomposição e algoritmos para descrever e avaliar os processos de independência, considerando as etapas e ações envolvidas.
Historia	9° ANO	A história recente	"O fim da Guerra Fria e o processo de globalização
Políticas econômicas na América Latina"	(EF09HI32) Analisar mudanças e permanências associadas ao processo de globalização, considerando os argumentos dos movimentos críticos às políticas globais		X	X		Nesse grupo de competências, os alunos devem analisar as mudanças trazidas pela globalização e o impacto das tecnologias digitais, abstraindo as políticas econômicas na América Latina e seus efeitos sociais.
				(EF09HI33) Analisar as transformações nas relações políticas locais e globais geradas pelo desenvolvimento das tecnologias digitais de informação e comunicação.					
				(EF09HI34) Discutir as motivações da adoção de diferentes políticas econômicas na América Latina, assim como seus impactos sociais nos países da região.					
				(EF09HI35) Analisar os aspectos relacionados ao fenômeno do terrorismo na contemporaneidade, incluindo os movimentos migratórios e os choques entre diferentes grupos e culturas.					
Historia	9° ANO	A história recente	"Os conflitos do século XXI e a questão do terrorismo
Pluralidades e diversidades identitárias na atualidade
As pautas dos povos indígenas no século XXI e suas formas de inserção no debate local, regional, nacional e internacional"	(EF09HI36) Identificar e discutir as diversidades identitárias e seus significados históricos no início do século XXI, combatendo qualquer forma de preconceito e violência.	X	X	X		Nessas competências, os alunos devem decompor o fenômeno do terrorismo, reconhecer padrões nos movimentos migratórios e choques culturais, e abstrair a importância da diversidade identitária no século XXI.
Lingua Portuguesa	6° e 7°	Análise linguística/semiótica	Léxico/morfologia	"(EF06LP03) Analisar diferenças de sentido entre palavras de uma série sinonímica.
(EF07LP03) Formar, com base em palavras primitivas, palavras derivadas com os prefixos e sufixos mais produtivos no português."		X	X		Analisar séries sinonímicas e formar palavras derivadas exige identificar padrões nas relações lexicais e morfológicas. Criar palavras derivadas ou analisar sinonímia implica abstrair as regras subjacentes à formação e significado das palavras.
Lingua Portuguesa	6° e 7°	Análise linguística/semiótica	Morfossintaxe	(EF06LP04) Analisar a função e as flexões de substantivos e adjetivos e de verbos nos modos Indicativo, Subjuntivo e Imperativo: afirmativo e negativo.		X	X		Reconhecer e analisar flexões verbais e o papel dos verbos nas orações envolve identificar padrões gramaticais. A análise das funções gramaticais requer abstrair os conceitos subjacentes às flexões e aos usos dos verbos.
Lingua Portuguesa	7°	Análise linguística/semiótica	Morfossintaxe	(EF07LP04) Reconhecer, em textos, o verbo como o núcleo das orações.			X		Abstração: Exige que o aluno foque no elemento funcional mais importante da oração (o verbo), abstraindo as outras palavras (substantivos, adjetivos) para identificar o centro da ação ou do estado. É sobre isolar a variável principal.
Lingua Portuguesa	6° e 7°	Análise linguística/semiótica	Morfossintaxe	(EF06LP05) Identificar os efeitos de sentido dos modos verbais, considerando o gênero textual e a intenção comunicativa.		X			Identificar efeitos de sentido e a predicação verbal implica reconhecer padrões na estrutura verbal e seu impacto na comunicação.
Lingua Portuguesa	7°	Análise linguística/semiótica	Morfossintaxe	(EF07LP05) Identificar, em orações de textos lidos ou de produção própria, verbos de predicação completa e incompleta: intransitivos e transitivos.		X			Reconhecimento de Padrões: Envolve a identificação de padrões na estrutura das frases. O aluno aprende a reconhecer se o padrão da oração exige um complemento para o verbo (transitivo) ou se o verbo por si só já encerra a ideia (intransitivo).
Lingua Portuguesa	6° e 7°	Análise linguística/semiótica	Morfossintaxe	(EF06LP06) Empregar, adequadamente, as regras de concordância nominal (relações entre os substantivos e seus determinantes) e as regras de concordância verbal (relações entre o verbo e o sujeito simples e composto).			X		Empregar regras de concordância nominal e verbal exige a abstração das regras gramaticais que governam as relações entre as palavras em uma frase.
Lingua Portuguesa	7°	Análise linguística/semiótica	Morfossintaxe	(EF07LP06) Empregar as regras básicas de concordância nominal e verbal em situações comunicativas e na produção de textos.				X	Algoritmos: As regras de concordância funcionam como algoritmos. Ex: "SE o sujeito é plural, ENTÃO o verbo deve estar no plural". O aluno aplica essas regras lógicas e sequenciais para garantir a correção gramatica
Lingua Portuguesa	7°	Análise linguística/semiótica	Morfossintaxe	(EF07LP07) Identificar, em textos lidos ou de produção própria, a estrutura básica da oração: sujeito, predicado, complemento (objetos direto e indireto).		X			Identificar a estrutura básica da oração (sujeito, predicado, complemento) em textos lidos ou produzidos envolve o reconhecimento de padrões gramaticais e sintáticos que definem como as partes de uma oração se relacionam entre si.
Lingua Portuguesa	7°	Análise linguística/semiótica	Morfossintaxe	(EF07LP08) Identificar, em textos lidos ou de produção própria, adjetivos que ampliam o sentido do substantivo sujeito ou complemento verbal.		X			Essa competência requer o reconhecimento de padrões linguísticos que indicam a relação entre os adjetivos e os substantivos, entendendo como esses elementos modificam ou qualificam o significado.
Lingua Portuguesa	7°	Análise linguística/semiótica	Morfossintaxe	(EF07LP09) Identificar, em textos lidos ou de produção própria, advérbios e locuções adverbiais que ampliam o sentido do verbo núcleo da oração.		X			Identificar advérbios e locuções adverbiais que ampliam o sentido do verbo também envolve o reconhecimento de padrões gramaticais que indicam como esses elementos linguísticos afetam a ação expressa pelo verbo, proporcionando uma compreensão mais detalhada da oração.
Lingua Portuguesa	6° e 7°	Análise linguística/semiótica	Morfossintaxe	(EF06LP08) Identificar, em texto ou sequência textual, orações como unidades constituídas em torno de um núcleo verbal e períodos como conjunto de orações conectadas.		X	X	X	Analisar estruturas gramaticais e reconhecer padrões de coesão requer a identificação de regularidades na linguagem, aplicar conhecimentos gramaticais ao produzir textos exige abstrair as regras subjacentes, e por último, a produção de textos segue um algoritmo, que envolve a aplicação dessas regras em uma sequência lógica.
Lingua Portuguesa	7°	Análise linguística/semiótica	Morfossintaxe	(EF07LP10) Utilizar, ao produzir texto, conhecimentos linguísticos e gramaticais: modos e tempos verbais, concordância nominal e verbal, pontuação etc.				X	Algoritmos: A produção de um texto coeso e correto é a execução de múltiplos algoritmos. O autor aplica regras de pontuação, concordância, regência e coesão de forma ordenada para construir uma mensagem clara e eficaz.
Lingua Portuguesa	6° e 7°	Análise linguística/semiótica	Morfossintaxe	(EF06LP09) Classificar, em texto ou sequência textual, os períodos simples compostos.	X	X			Classificar e identificar orações e períodos compostos requer a decomposição de textos em suas unidades básicas e o reconhecimento padrões na estrutura gramatical.
Lingua Portuguesa	7°	Análise linguística/semiótica	Morfossintaxe	(EF07LP11) Identificar, em textos lidos ou de produção própria, períodos compostos nos quais duas orações são conectadas por vírgula, ou por conjunções que expressem soma de sentido (conjunção “e”) ou oposição de sentidos (conjunções “mas”, “porém”).	X	X			"Decomposição: Requer a quebra do período composto em suas orações constituintes para analisar a relação entre elas.
Reconhecimento de Padrões: O aluno aprende a reconhecer o padrão lógico que conecta as orações: é um padrão de adição (""e""), de oposição (""mas""), de alternância (""ou""), etc."
Lingua Portuguesa	6° e 7°	Análise linguística/semiótica	"Semântica
 Coesão"	(EF06LP12) Utilizar, ao produzir texto, recursos de coesão referencial (nome e pronomes), recursos semânticos de sinonímia, antonímia e homonímia e mecanismos de representação de diferentes vozes (discurso direto e indireto).		X	X	X	Essas competências envolvem reconhecer padrões na linguagem para identificar recursos de coesão e substituições lexicais. Reconhecer e aplicar esses recursos em textos envolve abstrair as regras subjacentes. A produção de textos coesos segue um algoritmo que aplica essas regras de forma sistemática.
Lingua Portuguesa	7°	Análise linguística/semiótica	"Semântica
 Coesão"	(EF07LP12) Reconhecer recursos de coesão referencial: substituições lexicais (de substantivos por sinônimos) ou pronominais (uso de pronomes anafóricos – pessoais, possessivos, demonstrativos).		X			Reconhecimento de Padrões: Trata-se de identificar um padrão de referência. O aluno localiza um pronome ou sinônimo e o conecta a um termo já mencionado, reconhecendo um sistema de "ponteiros" que garante a fluidez e a coesão do texto, de forma análoga a variáveis e referências em programação.
Lingua Portuguesa	7°	Análise linguística/semiótica	Coesão	(EF07LP13) Estabelecer relações entre partes do texto, identificando substituições lexicais (de substantivos por sinônimos) ou pronominais (uso de pronomes anafóricos – pessoais, possessivos, demonstrativos), que contribuem para a continuidade do texto.	X	X			Estabelecer relações entre partes do texto através da identificação de substituições lexicais e pronominais requer decompor o texto em suas unidades constitutivas (como substantivos e pronomes) e reconhecer padrões de substituição que mantêm a coesão e a continuidade do texto.
Lingua Portuguesa	7°	Análise linguística/semiótica	Modalização	(EF07LP14) Identificar, em textos, os efeitos de sentido do uso de estratégias de modalização e argumentatividade.		X			Essa competência envolve o reconhecimento de padrões linguísticos e retóricos, como a escolha de palavras e construções que modulam o tom e a força argumentativa do texto. Esses padrões ajudam a entender como o autor constrói e comunica sua posição ou perspectiva.
Lingua Portuguesa	8° e 9°	Análise linguística/semiótica	Fono-ortografia	(EF08LP04) Utilizar, ao produzir texto, conhecimentos linguísticos e gramaticais: ortografia, regências e concordâncias nominal e verbal, modos e tempos verbais, pontuação etc.			X	X	Para aplicar corretamente as regras gramaticais e ortográficas, os alunos devem abstrair as regras gerais do idioma e aplicá-las em contextos específicos, para entender como as regras se aplicam a diferentes estruturas sintáticas. Al´m disso, escrever textos corretamente envolve seguir uma sequência de passos ou um algoritmo para garantir que todos os elementos gramaticais e ortográficos sejam atendidos.
Lingua Portuguesa	9°	Análise linguística/semiótica	Fono-ortografia	(EF09LP04) Escrever textos corretamente, de acordo com a norma-padrão, com estruturas sintáticas complexas no nível da oração e do período.	X			X	Algoritmos e Decomposição: Para construir uma estrutura complexa, o autor primeiro decompõe a ideia principal em orações subordinadas e coordenadas. Em seguida, aplica algoritmos (regras gramaticais de conexão) para juntar essas partes de forma lógica e correta, usando conjunções e pontuação.
Lingua Portuguesa	8°	Análise linguística/semiótica	Léxico/morfologia	(EF08LP05) Analisar processos de formação de palavras por composição (aglutinação e justaposição), apropriando-se de regras básicas de uso do hífen em palavras compostas.					
Lingua Portuguesa	8° e 9°	Análise linguística/semiótica	Morfossintaxe	(EF08LP06) Identificar, em textos lidos ou de produção própria, os termos constitutivos da oração (sujeito e seus modificadores, verbo e seus complementos e modificadores).	X			X	Os alunos devem decompor frases complexas em suas partes constituintes (sujeito, verbo, predicado) para compreender sua estrutura gramatical. Uma vez identificadas as partes da frase, pode-se seguir um procedimento passo a passo para analisar sua função dentro da frase.
Lingua Portuguesa	9°	Análise linguística/semiótica	Morfossintaxe	(EF09LP05) Identificar, em textos lidos e em produções próprias, orações com a estrutura sujeito-verbo de ligação-predicativo.		X			Reconhecimento de Padrões: É uma habilidade focada em identificar uma estrutura gramatical específica. O aluno aprende a fórmula "Sujeito + Verbo de Ligação + Predicativo" e busca por essa sequência nos textos, reconhecendo um padrão sintático definido.
Lingua Portuguesa	8° e 9°	Análise linguística/semiótica	Morfossintaxe	(EF08LP07) Diferenciar, em textos lidos ou de produção própria, complementos diretos e indiretos de verbos transitivos, apropriando-se da regência de verbos de uso frequente.	X		X		Diferenciar objetos diretos e indiretos requer a decomposição da frase para identificar como cada verbo interage com seus objetos. Esta análise parte por parte é essencial para compreender a função gramatical. Compreender os efeitos de significado ao usar diferentes verbos de ligação exige que os alunos abstraiam as regras e conceitos para aplicá-los em diferentes contextos de frases.
Lingua Portuguesa	9°	Análise linguística/semiótica	Morfossintaxe	(EF09LP06) Diferenciar, em textos lidos e em produções próprias, o efeito de sentido do uso dos verbos de ligação “ser”, “estar”, “ficar”, “parecer” e “permanecer”.			X		Abstração: O aluno deve abstrair o sentido sutil de cada verbo de ligação. Embora todos conectem o sujeito a uma característica, eles implicam em nuances diferentes (um estado permanente, um estado temporário, uma mudança de estado). É um exercício de focar em detalhes conceituais que alteram todo o significado.
Lingua Portuguesa	8° e 9°	Análise linguística/semiótica	Morfossintaxe	(EF08LP08) Identificar, em textos lidos ou de produção própria, verbos na voz ativa e na voz passiva, interpretando os efeitos de sentido de sujeito ativo e passivo (agente da passiva).	X	X			Identificar as diferenças entre voz ativa e passiva e seus efeitos no significado exige que os alunos reconheçam padrões e decomponham sentenças para analisar como diferentes regras se aplicam em contextos específicos.
Lingua Portuguesa	9°	Análise linguística/semiótica	Morfossintaxe	(EF09LP07) Comparar o uso de regência verbal e regência nominal na norma-padrão com seu uso no português brasileiro coloquial oral.		X			Reconhecimento de Padrões: O aluno identifica e compara dois sistemas de regras (dois conjuntos de padrões): a regência formal ("assistir ao filme") e a coloquial ("assistir o filme"). A tarefa é reconhecer as diferenças entre esses padrões sistêmicos.
Lingua Portuguesa	8°	Análise linguística/semiótica	Morfossintaxe	(EF08LP09) Interpretar efeitos de sentido de modificadores (adjuntos adnominais – artigos definido ou indefinido, adjetivos, expressões adjetivas) em substantivos com função de sujeito ou de complemento verbal, usando-os para enriquecer seus próprios textos.					
Lingua Portuguesa	8°	Análise linguística/semiótica	Morfossintaxe	(EF08LP10) Interpretar, em textos lidos ou de produção própria, efeitos de sentido de modificadores do verbo (adjuntos adverbiais – advérbios e expressões adverbiais), usando-os para enriquecer seus próprios textos.					
Lingua Portuguesa	8°	Análise linguística/semiótica	Morfossintaxe	(EF08LP11) Identificar, em textos lidos ou de produção própria, agrupamento de orações em períodos, diferenciando coordenação de subordinação.					
Lingua Portuguesa	8° e 9°	Análise linguística/semiótica	Morfossintaxe	(EF08LP12) Identificar, em textos lidos, orações subordinadas com conjunções de uso frequente, incorporando-as às suas próprias produções.	X	X	X		Identificar orações subordinadas e as relações entre frases requer a decomposição do texto para compreender a estrutura gramatical e a abstração e o reconhecimento de padrões para relacionar as conjunções.
Lingua Portuguesa	9°	Análise linguística/semiótica	Morfossintaxe	(EF09LP08) Identificar, em textos lidos e em produções próprias, a relação que conjunções (e locuções conjuntivas) coordenativas e subordinativas estabelecem entre as orações que conectam.			X		Reconhecimento de Padrões e Abstração: O aluno reconhece a conjunção como um marcador que define um padrão lógico (causa, consequência, condição, tempo). Ele abstrai essa relação lógica (ex: "causalidade") a partir do conteúdo específico das orações conectadas pela palavra "porque".
Lingua Portuguesa	8°	Análise linguística/semiótica	Morfossintaxe	(EF08LP13) Inferir efeitos de sentido decorrentes do uso de recursos de coesão sequencial: conjunções e articuladores textuais.	X				
Lingua Portuguesa	9°	Análise linguística/semiótica	Elementos notacionais da escrita/morfossintaxe	(EF09LP09) Identificar efeitos de sentido do uso de orações adjetivas restritivas e explicativas em um período composto.					
Lingua Portuguesa	8°	Análise linguística/semiótica	Semântica	(EF08LP14) Utilizar, ao produzir texto, recursos de coesão sequencial (articuladores) e referencial (léxica e pronominal), construções passivas e impessoais, discurso direto e indireto e outros recursos expressivos adequados ao gênero textual.					
Lingua Portuguesa	8° e 9°	Análise linguística/semiótica	Coesão	"(EF08LP15) Estabelecer relações entre partes do texto, identificando o antecedente de um pronome relativo ou o referente comum de uma cadeia de substituições lexicais.
(EF09LP10) Comparar as regras de colocação pronominal na norma-padrão com o seu uso no português brasileiro coloquial."			X	X	Estabelecer relações entre partes do texto envolve abstrair conceitos de referência e coesão para conectar diferentes partes de um texto de forma coerente. Comparar e aplicar regras de colocação pronominal envolve seguir um algoritmo ou sequência de etapas para garantir que os pronomes sejam usados ​​corretamente em diferentes contextos.
Lingua Portuguesa	9°	Análise linguística/semiótica	Coesão	(EF09LP11) Inferir efeitos de sentido decorrentes do uso de recursos de coesão sequencial (conjunções e articuladores textuais).				X	
Lingua Portuguesa	8°	Análise linguística/semiótica	Modalização	(EF08LP16) Explicar os efeitos de sentido do uso, em textos, de estratégias de modalização e argumentatividade (sinais de pontuação, adjetivos, substantivos, expressões de grau, verbos e perífrases verbais, advérbios etc.).					
Lingua Portuguesa	8° ao 9°	Análise linguística/semiótica	Figuras de linguagem	(EF89LP37) Analisar os efeitos de sentido do uso de figuras de linguagem como ironia, eufemismo, antítese, aliteração, assonância, dentre outras.					
Lingua Portuguesa	9°	Análise linguística/semiótica	Variação linguística	(EF09LP12) Identificar estrangeirismos, caracterizando-os segundo a conservação, ou não, de sua forma gráfica de origem, avaliando a pertinência, ou não, de seu uso.	X	X			
Educação Física	8° ao 9°	Esportes	"Esportes de rede/parede
 Esportes de campo e taco
 Esportes de invasão
 Esportes de combate"	(EF89EF01) Experimentar diferentes papéis (jogador, árbitro e técnico) e fruir os esportes de rede/parede, campo e taco, invasão e combate, valorizando o trabalho coletivo e o protagonismo.	X				Assumir diferentes papéis em esportes exige aplicar regras e avaliar atitudes coletivas 
Educação Física	8° ao 9°	Esportes	"Esportes de rede/parede
 Esportes de campo e taco
 Esportes de invasão
 Esportes de combate"	(EF89EF02) Praticar um ou mais esportes de rede/parede, campo e taco, invasão e combate oferecidos pela escola, usando habilidades técnico-táticas básicas.				X	Executar técnicas envolve seguir sequências claras e aplicar conhecimento motor
Educação Física	8° ao 9°	Esportes	"Esportes de rede/parede
 Esportes de campo e taco
 Esportes de invasão
 Esportes de combate"	(EF89EF03) Formular e utilizar estratégias para solucionar os desafios técnicos e táticos, tanto nos esportes de campo e taco, rede/parede, invasão e combate como nas modalidades esportivas escolhidas para praticar de forma específica.				X	Exige identificar desafios e desenvolver respostas estratégicas eficientes
Educação Física	8° ao 9°	Esportes	"Esportes de rede/parede
 Esportes de campo e taco
 Esportes de invasão
 Esportes de combate"	(EF89EF04) Identificar os elementos técnicos ou técnico-táticos individuais, combinações táticas, sistemas de jogo e regras das modalidades esportivas praticadas, bem como diferenciar as modalidades esportivas com base nos critérios da lógica interna das categorias de esporte: rede/parede, campo e taco, invasão e combate.		X			Comparar diferentes modalidades exige análise das regras e estruturas internas
Educação Física	8° ao 9°	Esportes	"Esportes de rede/parede
 Esportes de campo e taco
 Esportes de invasão
 Esportes de combate"	(EF89EF05) Identificar as transformações históricas do fenômeno esportivo e discutir alguns de seus problemas (doping, corrupção, violência etc.) e a forma como as mídias os apresentam.		X			Compreensão crítica de fenômenos sociais e mídia exige pensamento crítico 
Educação Física	8° ao 9°	Esportes	"Esportes de rede/parede
 Esportes de campo e taco
 Esportes de invasão
 Esportes de combate"	(EF89EF06) Verificar locais disponíveis na comunidade para a prática de esportes e das demais práticas corporais tematizadas na escola, propondo e produzindo alternativas para utilizá-los no tempo livre.				X	Transformar espaço da comunidade em ambientes de prática envolve análise e criatividade 
Educação Física	8° ao 9°	Ginásticas	"Ginástica de condicionamento físico
 Ginástica de conscientização corporal"	(EF89EF07) Experimentar e fruir um ou mais programas de exercícios físicos, identificando as exigências corporais desses diferentes programas e reconhecendo a importância de uma prática individualizada, adequada às características e necessidades de cada sujeito.	X				Entender exigências dos programas físicos requer observação atenta do corpo e julgamento individualizado
Educação Física	8° ao 9°	Ginásticas	"Ginástica de condicionamento físico
 Ginástica de conscientização corporal"	(EF89EF08) Discutir as transformações históricas dos padrões de desempenho, saúde e beleza, considerando a forma como são apresentados nos diferentes meios (científico, midiático etc.).			X		Requer análise crítica dos padrões e sua representação em diversas mídias 
Educação Física	8° ao 9°	Ginásticas	"Ginástica de condicionamento físico
 Ginástica de conscientização corporal"	(EF89EF09) Problematizar a prática excessiva de exercícios físicos e o uso de medicamentos para a ampliação do rendimento ou potencialização das transformações corporais.					Exige refletir sobre consequências de práticas excessivas e tomar decisões conscientes
Educação Física	8° ao 9°	Ginásticas	"Ginástica de condicionamento físico
 Ginástica de conscientização corporal"	(EF89EF10) Experimentar e fruir um ou mais tipos de ginástica de conscientização corporal, identificando as exigências corporais dos mesmos.	X				Aplicar a ginástica com percepção corporal exige análise dos movimentos e sensações 
Educação Física	8° ao 9°	Ginásticas	"Ginástica de condicionamento físico
 Ginástica de conscientização corporal"	(EF89EF11) Identificar as diferenças e semelhanças entre a ginástica de conscientização corporal e as de condicionamento físico e discutir como a prática de cada uma dessas manifestações pode contribuir para a melhoria das condições de vida, saúde, bem-estar e cuidado consigo mesmo.		X			Comparar ginásticas e discutir seus efeitos envolve observação crítica e reflexão sobre o bem-estar
Educação Física	8° ao 9°	Danças	Danças de salão	(EF89EF12) Experimentar, fruir e recriar danças de salão, valorizando a diversidade cultural e respeitando a tradição dessas culturas.		X			Recriar danças precisa de percepção rítmica, expressão corporal e valorização da diversidade 
Educação Física	8° ao 9°	Danças	Danças de salão	EF89EF13) Planejar e utilizar estratégias para se apropriar dos elementos constitutivos (ritmo, espaço, gestos) das danças de salão.	X			X	Planejar o uso de elementos da dança, demanda organização lógica e análise de seus componentes 
Educação Física	8° ao 9°	Danças	Danças de salão	(EF89EF14) Discutir estereótipos e preconceitos relativos às danças de salão e demais práticas corporais e propor alternativas para sua superação.					Refletir sobre preconceito e seguir mudanças exige empatia e pensamento crítico 
Educação Física	8° ao 9°	Danças	Danças de salão	(EF89EF15) Analisar as características (ritmos, gestos, coreografias e músicas) das danças de salão, bem como suas transformações históricas e os grupos de origem.		X			Entender transformações na danças envolve comparação de contextos e elementos 
Educação Física	8° ao 9°	Lutas	Lutas do mundo	(EF89EF16) Experimentar e fruir a execução dos movimentos pertencentes às lutas do mundo, adotando procedimentos de segurança e respeitando o oponente.				X	Exige controle motor, respeito mútuo e seguir procedimentos organizados (algorítmicos)
Educação Física	8° ao 9°	Lutas	Lutas do mundo	(EF89EF17) Planejar e utilizar estratégias básicas das lutas experimentadas, reconhecendo as suas características técnico-táticas.		X		X	Combinação lógica para estratégias com identificação de padrões táticos 
Educação Física	8° ao 9°	Lutas	Lutas do mundo	(EF89EF18) Discutir as transformações históricas, o processo de esportivização e a midiatização de uma ou mais lutas, valorizando e respeitando as culturas de origem.					Analisar a história das lutas e sua representação exige pensamento crítico e ético 
Educação Física	8° ao 9°	Práticas corporais de aventura	Práticas corporais de aventura na natureza	(EF89EF19) Experimentar e fruir diferentes práticas corporais de aventura na natureza, valorizando a própria segurança e integridade física, bem como as dos demais, respeitando o patrimônio natural e minimizando os impactos de degradação ambiental.	X				Praticar com segurança na natureza envolve planejamento e empatia com o ambiente
Educação Física	8° ao 9°	Lutas	Lutas do mundo	(EF89EF20) Identificar riscos, formular estratégias e observar normas de segurança para superar os desafios na realização de práticas corporais de aventura na natureza.				X	Estratégias para segurança em aventuras exige análise de riscos e execução de planos
Educação Física	8° ao 9°	Lutas	Lutas do mundo	(EF89EF21) Identificar as características (equipamentos de segurança, instrumentos, indumentária, organização) das práticas corporais de aventura na natureza, bem como suas transformações históricas.		X			Avaliar a evolução das práticas corporais requer observar e comparar suas características
Computação	6° ANO	Programação	Tipos de Dados	(EF06CO01) Classificar informações, agrupando-as em coleções (conjuntos) e associando cada coleção a um ‘tipo de dados’					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual  u colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares
Computação	6° ANO	Programação	Linguagem de Programação	(EF06CO02) Elaborar algoritmos que envolvam instruções sequenciais, de repetição e de seleção usando uma linguagem de programação.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual  u colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares
Computação	6° ANO	Programação	Linguagem de Programação	(EF06CO03) Descrever com precisão a solução de um problema, construindo o programa que implementa a solução descrita					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual  u colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares
Computação	6° ANO	Estratégias de solução de problemas	Decomposição	(EF06CO04) Construir soluções de problemas usando a técnica de decomposição e automatizar tais soluções usando uma linguagem de programação.					Empregar diferentes estratégias da Computação (decomposição, generalização e reúso) para construir a solução de problemas.
Computação	6° ANO	Estratégias de solução de problemas	Generalização	(EF06CO05) Identificar os recursos ou insumos necessários (entradas) para a resolução de problemas, bem como os resultados esperados (saídas), determinando os respectivos tipos de dados, e estabelecendo a definição de problema como uma relação entre entrada e saída					Empregar diferentes estratégias da Computação (decomposição, generalização e reúso) para construir a solução de problemas.
Computação	6° ANO	Estratégias de solução de problemas	Generalização	(EF06CO06) Comparar diferentes casos particulares (instâncias) de um mesmo problema, identificando as semelhanças e diferenças entre eles, e criar um algoritmo para resolver todos, fazendo uso de variáveis (parâmetros) para permitir o tratamento de todos os casos de forma genérica.					Empregar diferentes estratégias da Computação (decomposição, generalização e reúso) para construir a solução de problemas.
Computação	6° ANO	Armazenamento e Transmissão de dados	Fundamentos de transmissão de dados	(EF06CO07) Entender o processo de transmissão de dados, como a informação é quebrada em pedaços, transmitida em pacotes através de múltiplos equipamentos, e reconstruída no destino.					Entender como os dados são armazenados, processados e transmitidos usando dispositivos computacionais, considerando aspectos da segurança cibernética.
Computação	6° ANO	Armazenamento e Transmissão de dados	Gestão de dados	(EF06CO08) Compreender e utilizar diferentes formas de armazenar, manipular, compactar e recuperar arquivos, documentos e metadados.					Entender como os dados são armazenados, processados e transmitidos usando dispositivos computacionais, considerando aspectos da segurança cibernética.
Computação	6° ANO	Segurança e responsabilidade no uso da tecnologia	Tecnologia digital e sociedade	(EF06CO09) Apresentar conduta e linguagem apropriadas ao se comunicar em ambiente digital, considerando a ética e o respeito.					Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.
Computação	6° ANO	Segurança e responsabilidade no uso da tecnologia	Tecnologia digital e sociedade	(EF06CO10) Analisar o consumo de tecnologia na sociedade, compreendendo criticamente o caminho da produção dos recursos bem como aspectos ligados à obsolescência e a sustentabilidade.					Selecionar e utilizar tecnologias computacionais para se expressar e resolver problemas, analisando criticamente os diferentes impactos na sociedade.
Computação	7° ANO	Programação	"Programação
usando registros
e matrizes"	(EF07CO01) Criar soluções de problemas para os quais seja adequado o uso de registros e matrizes unidimensionais para descrever suas informações e automatizá-las usando uma linguagem de programação.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.

Computação	7° ANO	Programação	"Análise de
programas
"	(EF07CO02) Analisar programas para detectar e remover erros, ampliando a confiança na sua correção.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.

Computação	7° ANO	Programação	"Projetos com
programação"	(EF07CO03) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.

Computação	7° ANO	Programação	"Propriedades de
grafos"	(EF07CO04) Explorar propriedades básicas de grafos.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.

